trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
66,False,"{'a': 0.5, 'e': 0.7189237334319262}",20,0,-13.185079545561523,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.7153380863525599}",20,0,-83.3318779848165,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,8,-24.011465232187746,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.7082203534678}",20,0,-7.042977200359059,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.7046880897187134}",25,0,-62.2072675181031,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.7011734432085724}",25,15,-13.961779013742763,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.697676326071031}",20,0,-27.7932031334261,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6941966508779789}",25,0,-88.0949436411779,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.6907343306373547}",25,0,-92.58643500903014,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.6872892787909722}",30,21,-10.257430661922998,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.6838614092123558}",20,0,-68.54681727704553,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.6804506362045877}",25,0,-137.44551550626832,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.6770568744981647}",20,10,-79.49881096777915,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
79,False,"{'a': 0.5, 'e': 0.6736800392488677}",20,9,-20.401732339379922,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,-147.54980576394166,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.6669768108584744}",20,0,-86.82004727760429,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.6636502501363194}",20,0,-35.640306244455076,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.6603402807049829}",25,0,-77.958544475738,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.6570468198150567}",20,0,-37.37619692887231,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.6537697851298473}",20,12,4.441373151898362,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.6505090947233165}",20,1,-39.57238425823797,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.6472646670780347}",25,17,4.864608810145603,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,0,-147.48222116370798,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.6408242760323187}",20,0,-83.61814905574121,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,2,-12.110924960326026,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.6344479679482282}",20,0,-24.268746077770743,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.631283645506926}",20,15,8.678539160057781,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.6281351051896408}",20,0,-60.14548970368416,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.6250022682827008}",20,0,-65.17576974824814,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.62188505646502}",30,0,-113.40606278015686,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.6187833918061408}",25,0,-75.17870127089118,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.6156971967642851}",30,0,-132.3939293128764,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,0,-16.792567656902595,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.6095709072963093}",20,0,-38.51370637752259,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.6065306597126334}",25,0,-83.26835945144019,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.6035055754270405}",20,5,-87.27206179120012,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
102,False,"{'a': 0.5, 'e': 0.6004955788122659}",30,2,-110.00932014288671,"{0: 20, 1: 1, 2: 3, 3: 3, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.5975005946182375}",25,11,0.9517013587748004,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.5945205479701944}",20,0,-59.75950612311465,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.5915553643668151}",30,0,-46.027436553372674,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.5886049696783552}",25,0,-99.63897651366126,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.5856692901447937}",20,13,-72.19345821236284,"{0: 4, 1: 0, 2: 0, 3: 2, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.5827482523739896}",20,0,-22.984492539203494,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.5798417833398464}",20,16,7.133284342728988,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.5769498103804866}",25,17,-28.154759115718388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.574072261196436}",25,0,-54.63210842386194,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.5712090638488149}",25,0,-53.92936716245758,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.5683601467575404}",20,0,-75.98770844290107,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.5655254386995371}",30,0,-150.48211809722355,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.5627048688069557}",20,8,-4.991212732525717,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.559898366565402}",20,9,-19.32276587275618,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.5571058618121739}",30,0,-21.829701205447286,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,0,-55.476184803151035,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.5515625658678298}",30,7,-50.80443038212772,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,0,-10.933084602064365,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.5460744266397094}",20,1,-13.488139146049992,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.5433508690744998}",35,26,12.084933979271234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.5406408953093166}",30,0,-70.28373952942886,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.5379444375946745}",25,0,-64.92937785105123,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.5352614285189903}",20,1,-150.89484397365413,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 4}",1
126,False,"{'a': 0.5, 'e': 0.5325918010068972}",30,0,-41.364979958166785,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.5299354883175685}",20,6,-76.57831928181383,"{0: 7, 1: 0, 2: 5, 3: 2, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,7,-171.31499244572365,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 4}",1
129,False,"{'a': 0.5, 'e': 0.5246625421065929}",25,3,-29.027196203460065,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.522045776761016}",35,0,-117.00049590932781,"{0: 22, 1: 6, 2: 4, 3: 2, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.5194420625870482}",30,0,-67.40002227063358,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.5168513344916992}",20,0,6.745632082209993,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.5142735277066319}",20,0,-10.813320576970055,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.5117085777865424}",20,12,-50.76687470981358,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.5091564206075492}",20,4,-42.78893755982088,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.5066169923655895}",20,12,10.32238894370256,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.5040902295748255}",20,8,-151.02464934456893,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 4}",1
138,False,"{'a': 0.5, 'e': 0.5015760690660555}",20,9,-12.842199903284927,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.49907444798513595}",25,4,-17.41891510934781,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.49658530379140947}",25,11,-94.60124556632101,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
141,False,"{'a': 0.5, 'e': 0.4941085742561417}",20,0,-10.410282188206994,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.4916441974609651}",20,2,-57.04738569324353,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.48919211179633154}",30,0,-105.68579897451694,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.4867522559599717}",30,21,14.483665901100707,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.48432456895536247}",20,6,-19.325081442163448,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,0,-75.84772857746546,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.4795054589748941}",25,0,-100.56862937479093,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.4771139155210344}",20,11,-29.27664505493101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.4747342999399124}",20,0,-41.96841354283117,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,9,-59.640498296816816,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.47001061473053796}",20,0,-8.184999052613342,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.46766642700990924}",20,0,-54.420486984624425,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.4653339309743134}",20,0,-41.728438561246804,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.46301306831122807}",25,5,-40.45346252301132,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.4607037809989658}",30,14,28.760885059707707,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.4584060113052235}",20,0,-16.855141775237776,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.4561197017856392}",20,12,-29.14572010831421,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.45384479528235583}",25,20,10.155115904760581,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.4515812349225922}",25,15,-27.820819081868102,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,6,22.263264244359288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.4470879265593564}",20,5,-22.269011069207693,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.4448580662229411}",20,0,-108.18469795005164,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.4426393273613511}",20,0,-81.08247021220862,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.44043165450599925}",25,0,-42.12230857672117,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.4382349924649492}",25,5,-57.43479992229602,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.43604928632153556}",25,10,-42.51694935689521,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.4338744814329909}",25,0,13.573493100546106,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,0,-94.91913822001618,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
169,False,"{'a': 0.5, 'e': 0.42955735821073915}",20,7,-40.84900745481419,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.4274149319487267}",30,19,23.194656948846625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.42528319108227414}",20,4,-16.162399683201006,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.4231620823177488}",25,18,2.4666960712151087,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.4210515526273212}",25,7,11.44455648836478,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.418951549247639}",20,14,-9.541943297250498,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.4168620196785084}",20,5,25.66679120664028,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.4147829116815814}",25,19,3.7189193548015664,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.4127141732790497}",25,0,-51.443663707733805,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.4106557527523455}",35,10,-54.65491169625539,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
179,False,"{'a': 0.5, 'e': 0.40860759864084845}",20,0,-131.8174197036533,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.4065696597405991}",35,0,-50.61847002512627,"{0: 28, 1: 0, 2: 5, 3: 2, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.4045418851030188}",30,14,27.467100824049965,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.40252422403363597}",25,0,-32.2683572328708,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.4005166260908188}",25,0,36.58401778921533,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
